Key,Source,Context,UsedInMainMenu,NoTranslate,english
doughs_BrownBook_025Desc,,items,book,newKey,"Think you know everything about wine? Thunk again!\nContains 26 high quality color plates and all the information you need to quantify, qualify, highlight, and describe the exact color of any wine in immaculate detail that's sure to dazzle everyone at your next get together!"
doughs_BrownBook_026,,items,book,newKey,"7 Dyads to Ides"
doughs_BrownBook_026Desc,,items,book,newKey,"(The text in this book is unintelligible.  But whomever illustrated it really knew how to capture the beauty and raw ... fury ... of the naked human form.\nYou might want to hang onto this for later ... study.)"
doughs_BrownBook_027,,items,book,newKey,"7 Hays to Fly"
doughs_BrownBook_027Desc,,items,book,newKey,"Tired of always being a wallflower at the shindig because you don't know how to approach others? Want to be more confident AND successful? Then buy this book NOW! Learn the 7 socially acceptable ways to say "hey" to strangers in any situation..."
doughs_BrownBook_028,,items,book,newKey,"7 Strays to Shine"
doughs_BrownBook_028Desc,,items,book,newKey,"Follow 102 year old Laurie Fanderlin as she reminisces about the seven stray dogs that she took into her home in 1920 and how they changed her life forever."
doughs_BrownBook_029,,items,book,newKey,"Seven Rays to Brine"
doughs_BrownBook_029Desc,,items,book,newKey,"It is the year 3037, 700 years after the humans perished and 698 years after the shy, highly intelligent HighBottom brine shrimp of Rastar 5 landed and, coming too late to save them, quietly repopulated the Earth.\nNow, mighty prawns battle for control of what was once Lake Baikal as Commander BrightTail desperately tries to forge a path to peace."
doughs_BrownBook_030,,items,book,newKey,"7 Ehs to Bile"
doughs_BrownBook_030Desc,,items,book,newKey,"A book of only mildly entertaining and useless facts about bile."
doughs_BrownBook_031,,items,book,newKey,"7 Jays to Hine" - Hine A servant; a farm laborer; a peasant; a hind.
doughs_BrownBook_031Desc,,items,book,newKey,"(page 72) William, yet thee should not strive to bear those forefeathers wishes come true to thee and fly farther than the Sun itself? Nay, I shall work and toil these fields and let the seeds I drop from my behind grow into that most delicious foods as surely agreed upon by all the fowl..."
doughs_BrownBook_032,,items,book,newKey,"Seven Lays to Time"
doughs_BrownBook_032Desc,,items,book,newKey,"Buck Pumpington is at it again as he manhandles the Time Juicer, sending him barebacked ... in Time! Join in as Buck ravishes the mighty (and randy) dinosaurs of the Jurassex and try to keep up as he rapidly hops from Era to Vera across the ages!\nBook #2 in the Buck Hard series."
doughs_BrownBook_033,,items,book,newKey,"7 Mays to Crime"
doughs_BrownBook_033Desc,,items,book,newKey,"(Apparently this is a murder mystery about a killer who always kills during the month of May ... and steals one item from the victim and mails it to their dog. Oh, it looks like the killer was ... a cat. Huh.)"
doughs_BrownBook_034,,items,book,newKey,"Seven Maize Tooth Smile"
doughs_BrownBook_034Desc,,items,book,newKey,"Ariel photographs of the largest corn mazes in Ohio from 1978-2010 to brighten your day. Special introductory preface by Colonel Cobb\nPhotographs by Zea Mays"
doughs_BrownBook_035,,items,book,newKey,"Seven Nays to Ply"
doughs_BrownBook_035Desc,,items,book,newKey,"Tired of always hearing 'Yes' from other people? Are you simply TOO successful and like-able? Is there just nothing you can't do that doesn't make you richer and more successful? Read this and learn to dig deep to find that tiny inner failure inside yourself.\nLearn to live like the rest of humanity, if but just for 7 days."
doughs_BrownBook_036,,items,book,newKey,"Seven Pays to Mine"
doughs_BrownBook_036Desc,,items,book,newKey,"...Sean picked up his steel pickaxe and continued looking for the treasure. He swung and the axe made the same dull 'ka chunk' sound he had heard over and over and over since he begun digging 3 days ago. Rock. Rock. Sand. Rock. Rock.\nHe began to wonder if maybe he had dug too far."
doughs_BrownBook_037,,items,book,newKey,"7 Slays to Vine"
doughs_BrownBook_037Desc,,items,book,newKey,"(page 89) Cassandra gripped the wooden stake and held it to the throat of the Prince of Vampires. 'Tell me where the sacred wine is!' she screamed. 'Vine, what Vine?' the prince said with a smirk."
doughs_BrownBook_038,,items,book,newKey,"7 Sways to Bridle"
doughs_BrownBook_038Desc,,items,book,newKey,"Advanced Equestrian Dancing Techniques for lonely people in faraway places. Its a horse, of course, but if bored it's no chore to reinforce ahorse retrorse."
doughs_BrownBook_039,,items,book,newKey,"Seven Trays to Pile"
doughs_BrownBook_039Desc,,items,book,newKey,"(last page)... and so, having put the seventh tray upon the sixth tray, Sean gazed upon the pile of trays.\n'What a nice pile of trays' he thought to himself as he stepped over the bodies on the floor.\nTHE END"
doughs_BrownBook_040,,items,book,newKey,"7 Trades to Compile"
doughs_BrownBook_040Desc,,items,book,newKey,"Follow in the footsteps of 7 neckbeards as they compile code in different languages and discuss how their language is superior to all the others.  Introduction of superior languages by Larri Walle."
doughs_BrownBook_041,,items,book,newKey,"Seven Tardigrades to Swine"
doughs_BrownBook_041Desc,,items,book,newKey,"Fert Turdeson was but a small tardigrade floating about in a waterdrop on the ear of a pig who was currently rooting up the ground near the old red brick house on top of Hill Road in Boise, Idaho.\nWhat Fert didn't know could fill a Universe and what he didn't know was he had been chosen to rule over all of Humankind.\nFert awoke, ready to begin a new day..."
doughs_BrownBook_042,,items,book,newKey,"7 Udays to Mile"
doughs_BrownBook_042Desc,,items,book,newKey,"(This is written in a language you cannot read.  The 35 color plates are exquisite though)"
doughs_BrownBook_043,,items,book,newKey,"7 Valets to Rile"
doughs_BrownBook_043Desc,,items,book,newKey,"(page 44)... Melissa teased the valet, asking him for cars she didn't own, sending him back to get another car, and such things.\nBy the 4th time she pulled her ruse the valet finally broke and became slightly impolite to her. Having won, Melissa lost all interest and walked home in full view of the angry, helpless valet.\n Chapter 5: A Rude Awakening! ,,,"
doughs_BrownBook_044,,items,book,newKey,"Seven X-Rays to Denial"
doughs_BrownBook_044Desc,,items,book,newKey,"Seven proctologists probe the mysteries of why their emergency room patients didn't plan ahead before inserting things into themselves.\nRead over 300 combined years of experience and case studies, with carefully selected X-Rays (75 color plates) of the most extreme and unbelievable cases."
doughs_BrownBook_045,,items,book,newKey,"7 Yays to Smile"
doughs_BrownBook_045Desc,,items,book,newKey,"Feeling down?  Like down all the way down to frown town down?\nFeeling like everyone around you wants to eat and you just want a drink?Dr. Snoggerson shares his simple techniques that will turn that frown 180 degrees around and soon have YOU saying 'Yay' to each and every day!"
doughs_BrownBook_046,,items,book,newKey,"7 Zaids to Lyle"
doughs_BrownBook_046Desc,,items,book,newKey,"(page 78) ... Lyle continued plowing and plowing.  Sweat coursed down his body as the heat and plowing intensified. Eyes hazed and unfocused, he plowed like his very life depended on it, and it was only mid-afternoon of the 9th of July.\n'Another 30 straight days of plowing like this, at least' he thought."
doughs_UselessItem_Base,,items,Quest - Note,--,"Broken lock pick"
doughs_UselessItem_Base,,items,Quest - Note,--,"Be Safe Son! - Love, Dad"
doughs_UselessItem_LockPick,,items,Quest - Note,--,"Broken lock pick"
doughs_UselessItem_LockPickDesc,,items,Quest - Note,--,"One side is engraved....\nBe Safe Son! - Love, Dad"
doughs_UselessItem_CrazyStraw,,items,Quest - Note,--,"Crazy Fun Straw(TM)"
doughs_UselessItem_CrazyStrawDesc,,items,Quest - Note,--,"Have a SIP-pable fun time with this zip-zappity roundabout roller coaster of a time Fun Straw(TM)!"
doughs_UselessItem_LintFluff,,items,Quest - Note,--,"Fluffy Lint Ball"
doughs_UselessItem_LintFluffDesc,,items,Quest - Note,--,"A rather impressive collection of lint. Something only a crazy person would have."
doughs_UselessItem_BoardGameMoney,,items,Quest - Note,--,"Navezopoly(TM) Money"
doughs_UselessItem_BoardGameMoneyDesc,,items,Quest - Note,--,"Thousands of dollars of colorful play money."
doughs_UselessItem_LabelingTape,,items,Quest - Note,--,"Shamway Labeling Tape"
doughs_UselessItem_LabelingTapeDesc,,items,Quest - Note,--,"A low quality label tape"
doughs_UselessItem_WrappingPaperRibbon,,items,Quest - Note,--,"Wrapping Paper Ribbon"
doughs_UselessItem_WrappingPaperRibbonDesc,,items,Quest - Note,--,"A small spool of ribbon.  The kind your grandma collects and never parts with"
doughs_UselessItem_CellophaneTape,,items,Quest - Note,--,"Navezotch(TM) brand Tape"
doughs_UselessItem_CellophaneTapeDesc,,items,Quest - Note,--,"A quality clear cellophane tape.  A thousand uses!\nFrom wrapping gifts to sealing envelopes, Navezotch(TM) brand clear cellophane tape was a handy item to have around until everyone died."
doughs_UselessItem_SprayTan,,items,Quest - Note,--,"Can of Spray Tan"
doughs_UselessItem_SprayTanDesc,,items,Quest - Note,--,"You might want to keep this around in case you run into someone special."
doughs_UselessItem_AirFreshener,,items,Quest - Note,--,"Air Freshener"
doughs_UselessItem_AirFreshenerDesc,,items,Quest - Note,--,"There is no way this is enough air freshener...\ngiving what you've been eating recently."
doughs_UselessItem_BugBomb,,items,Quest - Note,--,"Everything Must Die!(TM) Brand Bug Bomb"
doughs_UselessItem_BugBombDesc,,items,Quest - Note,--,"An empty can of bug killer.  You almost want to keep this to put on a windowsill."
doughs_UselessItem_TinyCandy,,items,Quest - Note,--,"Tiny Piece of Candy"
doughs_UselessItem_TinyCandyDesc,,items,Quest - Note,--,"Not worth eating, but reminds you of happier times when you would eat these by the handfull."
doughs_UselessItem_JarOfUrine,,items,Quest - Note,--,"Jar of Urine"
doughs_UselessItem_JarOfUrineDesc,,items,Quest - Note,--,"Curiously, you are still holding this.  I mean, sure you might be able to find a use for it\nBut just make some yourself."
doughs_UselessItem_Empty35mmFilmCanister,,items,Quest - Note,--,"35mm File Canister"
doughs_UselessItem_Empty35mmFilmCanisterDesc,,items,Quest - Note,--,"A neat little container if you just needed to store a few grapes.\nGrapes. Do grapes even exist anymore?"
doughs_UselessItem_EmptyCardboardBox,,items,Quest - Note,--,"Empty Cardboard Box"
doughs_UselessItem_EmptyCardboardBoxDesc,,items,Quest - Note,--,"You could use this to put things in, but you don't want to."
doughs_UselessItem_DollhouseSizedChemistryStation,,items,Quest - Note,--,"Tiny Chemistry Station"
doughs_UselessItem_DollhouseSizedChemistryStationDesc,,items,Quest - Note,--,"A very tiny, well crafted chemistry station that would fit perfectly in a child's doll house.\nYou start to wonder if its just Chemistry Stations all the way down, ya know?"
doughs_UselessItem_DollhouseSizedWorkbench,,items,Quest - Note,--,"Tiny Workbench Station"
doughs_UselessItem_DollhouseSizedWorkbenchDesc,,items,Quest - Note,--,"A very tiny, well crafted workbench.  Probably some kids parent made it for them to play with in their doll house made out of little blocks\nAwww."
doughs_UselessItem_DollhouseSizedTableSaw,,items,Quest - Note,--,"Tiny Table Saw"
doughs_UselessItem_DollhouseSizedTableSawDesc,,items,Quest - Note,--,"A non operational table saw made out of wood and glue.\nThis likely went into a doll house or well crafted grade school diorama."
doughs_UselessItem_PetRock,,items,Quest - Note,--,"Pet Rock"
doughs_UselessItem_PetRockDesc,,items,Quest - Note,--,"OMG! Count Rockula, is that YOU!? Oh. No... it looks like it's someone else's pet rock. The similarities are incredible\nThey could literally be brothers."
doughs_UselessItem_ToyBeaker,,items,Quest - Note,--,"Toy Beaker"
doughs_UselessItem_ToyBeakerDesc,,items,Quest - Note,--,"A cheaply made plastic beaker for... you have no idea."
doughs_UselessItem_HotWaterBag,,items,Quest - Note,--,"Hot Water Bag"
doughs_UselessItem_HotWaterBagDesc,,items,Quest - Note,--,"A rubber bag filled with water that you heated up, back in the day.  Like, a few weeks ago."
doughs_UselessItem_BlueberryPieDish,,items,Quest - Note,--,"Blueberry Pie Dish"
doughs_UselessItem_BlueberryPieDishDesc,,items,Quest - Note,--,"A ceramic dish that looks remarkably like a real blueberry pie.\nOf course, you would put the real pie inside to keep it fresh and pretty, but that seems kinda pointless now."
doughs_UselessItem_ToyExpandingFoam,,items,Quest - Note,--,"Expanding Foam Toy"
doughs_UselessItem_ToyExpandingFoamDesc,,items,Quest - Note,--,"Remember putting these in water and watching a monster emerge, and you would be victorious!  Well, no ones around who is going to get any joy from this anymore."
doughs_UselessItem_IncenseStickBundle,,items,Quest - Note,--,"Bundle of Incense"
doughs_UselessItem_IncenseStickBundleDesc,,items,Quest - Note,--,"You could burn this, but I doubt you'll smell anything good."
doughs_UselessItem_ToyPickUpSticksBundle,,items,Quest - Note,--,"Pick Up Sticks Toy"
doughs_UselessItem_ToyPickUpSticksBundleDesc,,items,Quest - Note,--,"What genius gives a kid a bunch of cheap sticks to 'pick up'?  A great one.  He dead tho."
doughs_UselessItem_TwistyTiesBundle,,items,Quest - Note,--,"Bundle of Twisty Ties"
doughs_UselessItem_TwistyTiesBundleDesc,,items,Quest - Note,--,"Great for bundling wires together, if you cared at all about proper cable management, you monster."
doughs_UselessItem_OldTowel_001,,items,Quest - Note,--,"Old Towel"
doughs_UselessItem_OldTowel_001Desc,,items,Quest - Note,--,"A smelly old towel.  Someones butt was likely recently wiped on this."
doughs_UselessItem_OldTowel_002,,items,Quest - Note,--,"Old Nasty Towel"
doughs_UselessItem_OldTowel_002Desc,,items,Quest - Note,--,"This towel has seen better days.  Like looooong ago.\nBest to wash your hands."
doughs_UselessItem_OldTowel_003,,items,Quest - Note,--,"Disgusting Towel"
doughs_UselessItem_OldTowel_003Desc,,items,Quest - Note,--,"Someone wiped up a mess with this.  Who picks this up and looks at it? What are you, a cat?"
doughs_UselessItem_OldTowel_004,,items,Quest - Note,--,"Nice Towel"
doughs_UselessItem_OldTowel_004Desc,,items,Quest - Note,--,"A rather nice towel with the initial 'A' on it in a golden script."
doughs_UselessItem_OldTowel_005,,items,Quest - Note,--,"Towel"
doughs_UselessItem_OldTowel_005Desc,,items,Quest - Note,--,"An impressive towel specimen.\nCome to think of it, you don't see a lot of towels this nice nowadays.\nIt's like nobody died in it."
doughs_UselessItem_TeaTowel_001,,items,Quest - Note,--,"Tea Towel"
doughs_UselessItem_TeaTowel_001Desc,,items,Quest - Note,--,"A cute little tea towel with a picture of a pink pig on it going 'OINK!'.\nHuh. You might soon be the last person alive who remembers what pigs looked like."
doughs_UselessItem_TeaTowel_002,,items,Quest - Note,--,"Dish Towel"
doughs_UselessItem_TeaTowel_002Desc,,items,Quest - Note,--,"A flimsy dish towel."
doughs_UselessItem_TeaTowel_003,,items,Quest - Note,--,"Hand Towel"
doughs_UselessItem_TeaTowel_003Desc,,items,Quest - Note,--,"A well made hand towel.  You feel like Royalty holding it in your hand.\nWhat a day to be alive."
doughs_UselessItem_TeaTowel_004,,items,Quest - Note,--,"Small Towel"
doughs_UselessItem_TeaTowel_004Desc,,items,Quest - Note,--,"This towel would have gone so well with the linens in your last house!"
doughs_UselessItem_TeaTowel_005,,items,Quest - Note,--,"Small Microfiber Towel"
doughs_UselessItem_TeaTowel_005Desc,,items,Quest - Note,--,"You could use this to keep your computer screen free of dust."
doughs_UselessItem_ToyWheel,,items,Quest - Note,--,"Toy Wheel"
doughs_UselessItem_ToyWheelDesc,,items,Quest - Note,--,"Some sort of wheel to something really small like a toy.\nDon't get me wrong, it looks REALLY BIG in your hands but no ... its quite small."
doughs_UselessItem_ChairWheel,,items,Quest - Note,--,"Chair Wheel"
doughs_UselessItem_ChairWheelDesc,,items,Quest - Note,--,"This is a wheel to a chair.\nYou normally don't keep these when you take apart chairs and now is not the time to start."
doughs_UselessItem_FancyChildsBelt,,items,Quest - Note,--,"Children's Belt"
doughs_UselessItem_FancyChildsBeltDesc,,items,Quest - Note,--,"A very expensive belt made for a child\nSomething to be worn only for special occasions.\nIt doesn't fit you so its trash, much like all the crap you keep picking up."
doughs_UselessItem_Lipstick_001,,items,Quest - Note,--,"Lipstick"
doughs_UselessItem_Lipstick_001Desc,,items,Quest - Note,--,"A very fancy purple lipstick by Navezalene.\nThis is something you might put on for a night out on the town with all your friend.\n(That is not a typo)"
doughs_UselessItem_Lipstick_002,,items,Quest - Note,--,"Lipstick"
doughs_UselessItem_Lipstick_002Desc,,items,Quest - Note,--,"A very fancy red lipstick by Navezalene.\nYou don't need it because you look cute enough covered in blood splatters.\nRawr!"
doughs_UselessItem_Lipstick_003,,items,Quest - Note,--,"Lipstick"
doughs_UselessItem_Lipstick_003Desc,,items,Quest - Note,--,"A very fancy green lipstick by Navezalene.\nYou used to wear this color on special occasions back in the day before you started shooting everything that moves."
doughs_UselessItem_HobbyClock_001,,items,Quest - Note,--,"U-Build-It Hobby Kit: Clock"
doughs_UselessItem_HobbyClock_001Desc,,items,Quest - Note,--,"A really cool hobby clock kit! AMaZe your friends as they watch the numbers change all by themselves without assistance!\nLearn about electronics and time!\nAges 6 and Up\nHuh. Includes everything except you giving a damn putting it together."
doughs_UselessItem_CeramicMug_001,,items,Quest - Note,--,"Ceramic coffee mug"
doughs_UselessItem_CeramicMug_001Desc,,items,Quest - Note,--,"ITS MONDAY!?"
doughs_UselessItem_CeramicMug_002,,items,Quest - Note,--,"Coffee mug"
doughs_UselessItem_CeramicMug_002Desc,,items,Quest - Note,--,"CSS Formatting Is Awe    some"
doughs_UselessItem_CeramicMug_003,,items,Quest - Note,--,"A coffee mug"
doughs_UselessItem_CeramicMug_003Desc,,items,Quest - Note,--,"World's Best Dad!"
doughs_UselessItem_CeramicMug_004,,items,Quest - Note,--,"Coffee cup"
doughs_UselessItem_CeramicMug_004Desc,,items,Quest - Note,--,"World's Best Mom!"
doughs_UselessItem_CeramicMug_005,,items,Quest - Note,--,"Giftable coffee mug"
doughs_UselessItem_CeramicMug_005Desc,,items,Quest - Note,--,"World's Biggest Richard!"
doughs_UselessItem_CeramicMug_006,,items,Quest - Note,--,"Joke coffee mug"
doughs_UselessItem_CeramicMug_006Desc,,items,Quest - Note,--,"#GonnaLiveForever!"
doughs_UselessItem_CeramicMug_007,,items,Quest - Note,--,"Discount coffee mug"
doughs_UselessItem_CeramicMug_007Desc,,items,Quest - Note,--,"Keep Calm and Caffeine On!"
doughs_UselessItem_CeramicMug_008,,items,Quest - Note,--,"Hilarious coffee mug"
doughs_UselessItem_CeramicMug_008Desc,,items,Quest - Note,--,"(This mug has a picture of a very awake kitten on it)\nHa. haaaaa ...."
doughs_UselessItem_CeramicMug_009,,items,Quest - Note,--,"Zen coffee mug"
doughs_UselessItem_CeramicMug_009Desc,,items,Quest - Note,--,"7 Days to Life!"
doughs_UselessItem_CeramicMug_010,,items,Quest - Note,--,"Punny coffee mug"
doughs_UselessItem_CeramicMug_010Desc,,items,Quest - Note,--,"(This mug has a skull wearing a pirate hat on it)\nI guess you could say this is made out of .... cer-arrrr-amic"
doughs_UselessItem_Cottonball,,items,Quest - Note,--,"Cotton ball"
doughs_UselessItem_CottonballDesc,,items,Quest - Note,--,"A ball...of cotton"
doughs_UselessItem_WiperFluid,,items,Quest - Note,--,"Wiper Fluid"
doughs_UselessItem_WiperFluidDesc,,items,Quest - Note,--,"Shamway(TM) brand wiper fluid.\nIt still has the price sticker on it: $8.99"
doughs_UselessItem_PaintStripper,,items,Quest - Note,--,"Paint Stripper"
doughs_UselessItem_PaintStripperDesc,,items,Quest - Note,--,"Panty Stripper?  Oh ... no ... it's paint stripper.\nYou might need to schedule an eye appointment for some nice reading glasses."
doughs_UselessItem_Lubricant,,items,Quest - Note,--,"Lubricant"
doughs_UselessItem_LubricantDesc,,items,Quest - Note,--,"A big jug of Blueberry Flavored lubricant.  Damn kids these days and their designer lubricants!"
doughs_UselessItem_NippleWeights,,items,Quest - Note,--,"Heavy Nipple Weights"
doughs_UselessItem_NippleWeightsDesc,,items,Quest - Note,--,"Nicely made weights that are supposed to hang from nipples apparently.  I guess for people who ... want to extend their nipples?"
doughs_UselessItem_FilmReel,,items,Quest - Note,--,"Old Film Reel"
doughs_UselessItem_FilmReelDesc,,items,Quest - Note,--,"An useless old reel of film. Probably."
doughs_UselessItem_CraftWire,,items,Quest - Note,--,"Craft wire"
doughs_UselessItem_CraftWireDesc,,items,Quest - Note,--,"A small roll of crafting wire.  Feeling... crafty?"
doughs_UselessItem_VinylTwine,,items,Quest - Note,--,"Vinyl Twine"
doughs_UselessItem_VinylTwineDesc,,items,Quest - Note,--,"A short length of very thin vinyl twine.\nYou feel a bit smug having learned all there is about vinyl twines when you were a kid, so identifying this specific item was e.z."
doughs_UselessItem_Pen,,items,Quest - Note,--,"Pen"
doughs_UselessItem_PenDesc,,items,Quest - Note,--,"Is this pen mightier than a sword?  Probably not today."
doughs_UselessItem_Pencil,,items,Quest - Note,--,"Pencil"
doughs_UselessItem_PencilDesc,,items,Quest - Note,--,"This pencil has seen better days than you have."
doughs_UselessItem_BabyBottle,,items,Quest - Note,--,"Baby Bottle"
doughs_UselessItem_BabyBottleDesc,,items,Quest - Note,--,"Who in their right mind would sell a baby bottle that looked like ammunition?\nI guess it makes now makes sense that the world went straight to hell."
doughs_UselessItem_VajazzlerItems,,items,Quest - Note,--,"Vajazzler Studs"
doughs_UselessItem_VajazzlerItemsDesc,,items,Quest - Note,--,"You remember these from your college salad days.  Of course, the special glue they use is nowhere to be found anymore after those lawsuits bankrupted the company.\nWho knew the Vajazzler craze would have ended so badly?"
doughs_UselessItem_ToiletGloves,,items,Quest - Note,--,"Toilet Gloves"
doughs_UselessItem_ToiletGlovesDesc,,items,Quest - Note,--,"You could use these to clean some of the toilets you find.  Or not."
doughs_UselessItem_StiffSocks,,items,Quest - Note,--,"Stiff Socks"
doughs_UselessItem_StiffSocksDesc,,items,Quest - Note,--,"These socks seem to have had too much starch applied at the cleaners.\nWhoever owned these much have been very wealthy."
doughs_UselessItem_ShowerTileSample,,items,Quest - Note,--,"Tile Sample"
doughs_UselessItem_ShowerTileSampleDesc,,items,Quest - Note,--,"Looks like someone was going to do some renovating. That someone is dead. This tile is hideous, so I guess you win some you lose some."
doughs_UselessItem_ColdWheelzBus,,items,Quest - Note,--,"Cold Wheels Bus"
doughs_UselessItem_ColdWheelzBusDesc,,items,Quest - Note,--,"A 1982 Cold Wheels Classic!\nYou haven't played with one of these in ages."
doughs_Parcel_Base,,items,Admin,newKey,"Doughs Base Parcel"
doughs_Parcel_BaseDesc,,items,Admin,newKey,"A small, plain, cardboard box"
doughs_Parcel_Grandma_001,,items,Admin,newKey,"A small box"
doughs_Parcel_Grandma_001Desc,,items,Admin,newKey,"This box is wrapped in a festive red paper"
doughs_ParcelNote_Grandma_001,,items,Admin,newKey,"Birthday Card"
doughs_ParcelNote_Grandma_001Desc,,items,Admin,newKey,"Roses are Red\nViolets are Blue\nI hope you like this gift\nI picked out, for YOU!\nKeep doing your art sweetie!\nLove, Grandma Roxy - XOXOXO"
doughs_Parcel_Grandma_002,,items,Admin,newKey,"A small heavy box"
doughs_Parcel_Grandma_002Desc,,items,Admin,newKey,"A box wrapped in a festive yellow paper"
doughs_ParcelNote_Grandma_002,,items,Admin,newKey,"Birthday Card"
doughs_ParcelNote_Grandma_002Desc,,items,Admin,newKey,"Mary,\nI hope you like this!  When I saw it I just thought 'This is You!'. Maybe this weekend we can put it to good use!\nKait"
doughs_Parcel_Grandma_003,,items,Admin,newKey,"A small box"
doughs_Parcel_Grandma_003Desc,,items,Admin,newKey,"A plain box"
doughs_ParcelNote_Grandma_003,,items,Admin,newKey,"Birthday Card"
doughs_ParcelNote_Grandma_003Desc,,items,Admin,newKey,"Tina - I know you wanted to finish you house, and I found this at the store.\nGrandpa is doing fine but I've had the runs for the past two days.\nTell your mom she needs to come see us sometime!\nGamma"
doughs_Parcel_Grandma_004,,items,Admin,newKey,"A heavy box"
doughs_Parcel_Grandma_004Desc,,items,Admin,newKey,"A box wrapped in purple paper"
doughs_ParcelNote_Grandma_004,,items,Admin,newKey,"Happy Birthday Card"
doughs_ParcelNote_Grandma_004Desc,,items,Admin,newKey,"Carmen,\nYou are so gown up now! I could't believe that yesterday you were just barely higher than my knee!\nYour Grandpaw and I got you this because we know how much you like to practice with the targets\nYou Be safe! Love, \nMemaw and PawPaw"
doughs_Parcel_Grandma_005,,items,Admin,newKey,"A box"
doughs_Parcel_Grandma_005Desc,,items,Admin,newKey,"A small heavy box"
doughs_ParcelNote_Grandma_005,,items,Admin,newKey,"You're 8 Today!"
doughs_ParcelNote_Grandma_005Desc,,items,Admin,newKey,"Joey,\nI hope you have the most beautiful birthday ever you beautiful boy!\nDon't shoot your eye out!\nLove,\nGramma Maxine"
doughs_Parcel_Grandpa_001,,items,Admin,newKey,"A rather small box"
doughs_Parcel_Grandpa_001Desc,,items,Admin,newKey,"A box wrapped in purple paper"
doughs_ParcelNote_Grandpa_001,,items,Admin,newKey,"You're 5 Today!"
doughs_ParcelNote_Grandpa_001Desc,,items,Admin,newKey,"Dear Billy.\nI saw this and thought of you.\nHappy Birthday.\nLove, Your Grandpa Joe"
doughs_Parcel_Grandpa_002,,items,Admin,newKey,"A very small box"
doughs_Parcel_Grandpa_002Desc,,items,Admin,newKey,"A box covered in pink paper"
doughs_ParcelNote_Grandpa_002,,items,Admin,newKey,"Happy Birthday Card"
doughs_ParcelNote_Grandpa_002Desc,,items,Admin,newKey,"Mira. Remember These?\nWe had so much fun playing with them when you were 3.\nI'm so proud that you're all grown up now!\nHappy 27 and more to come!\nLove, Grandpops"
doughs_Parcel_Grandpa_003,,items,Admin,newKey,"A tiny box"
doughs_Parcel_Grandpa_003Desc,,items,Admin,newKey,"This box is wrapped in a festive red paper"
doughs_ParcelNote_Grandpa_003,,items,Admin,newKey,"Happy 30th Birthday"
doughs_ParcelNote_Grandpa_003Desc,,items,Admin,newKey,"Chang.\nI got this gift for you since you seemed so enamored with it at the gun show.\nI had it engraved, then I dropped it into a blender. Maybe you can fix it?\nIts the thought that counts you know! - Dad"
doughs_Parcel_Grandpa_004,,items,Admin,newKey,"Small heavy box"
doughs_Parcel_Grandpa_004Desc,,items,Admin,newKey,"A box wrapped in a festive yellow paper"
doughs_ParcelNote_Grandpa_004,,items,Admin,newKey,"You're 7 Today!"
doughs_ParcelNote_Grandpa_004Desc,,items,Admin,newKey,"Kelly, I hope you enjoy this!\nMaybe you can take down another squirrel like last summer at the lake\nHave fun today!\nLove, Aunt Rayah"
doughs_Parcel_Grandpa_005,,items,Admin,newKey,"A box"
doughs_Parcel_Grandpa_005Desc,,items,Admin,newKey,"A small heavy box"
doughs_ParcelNote_Grandpa_005,,items,Admin,newKey,"You're 8 Today!"
doughs_ParcelNote_Grandpa_005Desc,,items,Admin,newKey,"Samantha,\nI hope you have a great birthday!\nDon't shoot your eye out (or your brother's).\nLove,\nGramma Maxine"
doughs_Parcel_Birthday_001,,items,Admin,newKey,"AllAlone.com - Order everything you need from the comfort of your own home!"
doughs_Parcel_Birthday_001Desc,,items,Admin,newKey,"Small light box"
doughs_ParcelNote_Birthday_001,,items,Admin,newKey,"Happy Birthday"
doughs_ParcelNote_Birthday_001Desc,,items,Admin,newKey,"Happy Birthday Customer34583! We hope you ENJOY your order as much as we ENJOY shipping it to you!nHugs,\nThe AllAlone.com Team."
doughs_Parcel_Birthday_002,,items,Admin,newKey,"Small heavy box"
doughs_Parcel_Birthday_002Desc,,items,Admin,newKey,"A plain box that's suspiciously heavy"
doughs_ParcelNote_Birthday_002,,items,Admin,newKey,"Ha-PURRY Bi-FUR-thday!"
doughs_ParcelNote_Birthday_002Desc,,items,Admin,newKey,"It's from PimpYourPet.com and addressed to 'Fancy Rainbows Wiggles Gobblers'"
doughs_Parcel_Birthday_003,,items,Admin,newKey,"Small heavy box"
doughs_Parcel_Birthday_003Desc,,items,Admin,newKey,"A plain box that's suspiciously heavy"
doughs_ParcelNote_Birthday_003,,items,Admin,newKey,"Ha-PUPPY Birthday!"
doughs_ParcelNote_Birthday_003Desc,,items,Admin,newKey,"It's from PimpYourPet.com and addressed to 'His Masterful Flooper Ears'"
doughs_Parcel_Birthday_004,,items,Admin,newKey,"Small heavy box"
doughs_Parcel_Birthday_004Desc,,items,Admin,newKey,"A black box wrapped like it's for a really special person"
doughs_ParcelNote_Birthday_004,,items,Admin,newKey,"Happy Sexy Birthday Card"
doughs_ParcelNote_Birthday_004Desc,,items,Admin,newKey,"Can't wait to try these on for you ;)"
doughs_Parcel_Birthday_005,,items,Admin,newKey,"Small box"
doughs_Parcel_Birthday_005Desc,,items,Admin,newKey,"Small plain box"
